oracle_id,source_dataset,source_category,source_subcategory,serial_number,reporting_time,bug_link,finding_slug,contest_slug,finding_id,project_slug,source_root_cause,source_exploitation_method,source_fix_strategy,raw_line,source_file
TOSEM-RC-DYNAMIC-DEPENDENT-UPDATE-OMISSION-001,TOSEM,Dynamic Dependent Update Omission,,1,2021-08-17,https://code4rena.com/reports/2021-07-wildcredit#h-02-lendingpairliquidateaccount-does-not-accrue-and-update-cumulativeinterestrate,2021-07-wildcredit#h-02,2021-07-wildcredit,h-02,wildcredit,The accumulated interest rate is not updated during account liquidation.,"Interest calculation error, the borrower bypassed interest payment through self liquidation.",Revise the previous accumulated interest rate update method.,"1|2021-08-17|[2021-07-wildcredit#h-02](https://code4rena.com/reports/2021-07-wildcredit#h-02-lendingpairliquidateaccount-does-not-accrue-and-update-cumulativeinterestrate)| The accumulated interest rate is not updated during account liquidation.| Interest calculation error, the borrower bypassed interest payment through self liquidation. | Revise the previous accumulated interest rate update method.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Dynamic Dependent Update Omission/README.md
TOSEM-RC-DYNAMIC-DEPENDENT-UPDATE-OMISSION-055,TOSEM,Dynamic Dependent Update Omission,subtype (state synchronization in permission management),55,2024-10-18,https://code4rena.com/reports/2024-08-superposition#h-02-unrevoked-approvals-allow-nft-recovery-by-previous-owner,2024-08-superposition#h-02,2024-08-superposition,h-02,superposition,The previous getApproved[_tokenId] approval status is not revoked.,"Approval was not revoked after the NFT was transferred, and the previous owner transferred the NFT back to himself through repeated transactions.",Clear the approval status after transferring the NFT.,"55|2024-10-18|[2024-08-superposition#h-02](https://code4rena.com/reports/2024-08-superposition#h-02-unrevoked-approvals-allow-nft-recovery-by-previous-owner)|The previous getApproved[_tokenId] approval status is not revoked. | Approval was not revoked after the NFT was transferred, and the previous owner transferred the NFT back to himself through repeated transactions. | Clear the approval status after transferring the NFT.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Dynamic Dependent Update Omission/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-001,TOSEM,Incorrect Logic Update,,1,2021-09-16,https://code4rena.com/reports/2021-06-pooltogether#h-04-withdraw-timelock-can-be-circumvented,2021-06-pooltogether#h-04,2021-06-pooltogether,h-04,pooltogether,"The time lock mechanism did not take effect as expected, allowing users to bypass the time lock and withdraw funds directly.",The withdrawWithTimelockFrom() function sets incorrect _unlockTimestamps.,The withdrawWithTimelockFrom() function should increment the unlock timestamp by the specified duration.,"1|2021-09-16|[2021-06-pooltogether#h-04](https://code4rena.com/reports/2021-06-pooltogether#h-04-withdraw-timelock-can-be-circumvented)| The time lock mechanism did not take effect as expected, allowing users to bypass the time lock and withdraw funds directly. | The withdrawWithTimelockFrom() function sets incorrect _unlockTimestamps. | The withdrawWithTimelockFrom() function should increment the unlock timestamp by the specified duration.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-002,TOSEM,Incorrect Logic Update,,2,2021-11-23,https://code4rena.com/reports/2021-10-mochi#h-11-treasuryshare-is-overwritten-in-feepoolv0_sharemochi,2021-10-mochi#h-11,2021-10-mochi,h-11,mochi,The _shareMochi() function incorrectly resets treasuryShare.,VeCRV holders can receive tokens that should have been allocated to treasure multiple times.,Remove the operation that resets treasuryShare.,2|2021-11-23|[2021-10-mochi#h-11](https://code4rena.com/reports/2021-10-mochi#h-11-treasuryshare-is-overwritten-in-feepoolv0_sharemochi)| The _shareMochi() function incorrectly resets treasuryShare. | VeCRV holders can receive tokens that should have been allocated to treasure multiple times. | Remove the operation that resets treasuryShare.,external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-003,TOSEM,Incorrect Logic Update,,3,2022-03-24,https://code4rena.com/reports/2022-01-behodler#h-04-logic-error-in-burnflashgovernanceasset-can-cause-locked-assets-to-be-stolen,2022-01-behodler#h-04,2022-01-behodler,h-04,behodler,Reset the user's pendingFlashDecision to default configuration when processing pending governance decisions.,The attacker repeatedly calls withdrawGovernanceAsset to steal funds.,Properly clear the user's pendingFlashDecision state in the burnFlashGovernanceAsset() function.,3|2022-03-24|[2022-01-behodler#h-04](https://code4rena.com/reports/2022-01-behodler#h-04-logic-error-in-burnflashgovernanceasset-can-cause-locked-assets-to-be-stolen)| Reset the user's pendingFlashDecision to default configuration when processing pending governance decisions. | The attacker repeatedly calls withdrawGovernanceAsset to steal funds. | Properly clear the user's pendingFlashDecision state in the burnFlashGovernanceAsset() function.,external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-004,TOSEM,Incorrect Logic Update,,4,2022-07-18,https://code4rena.com/reports/2022-04-abranft#h-03-critical-oracle-manipulation-risk-by-lender,2022-04-abranft#h-03,2022-04-abranft,h-03,abranft,Lenders can replace the Oracle after loan approval.,"After the loan is issued, the attacker uses the updateLoanParams() function to maliciously replace the oracle.",Add validation for params.oracle == cur.oracle in the checks.,"4|2022-07-18|[2022-04-abranft#h-03](https://code4rena.com/reports/2022-04-abranft#h-03-critical-oracle-manipulation-risk-by-lender)| Lenders can replace the Oracle after loan approval. | After the loan is issued, the attacker uses the updateLoanParams() function to maliciously replace the oracle. | Add validation for params.oracle == cur.oracle in the checks.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-005,TOSEM,Incorrect Logic Update,,5,2023-03-21,https://code4rena.com/reports/2022-12-gogopool#h-01-avax-assigned-high-water-is-updated-incorrectly,2022-12-gogopool#h-01,2022-12-gogopool,h-01,gogopool,"The maximum AVAX allocation per node in the cycle is increased via the increaseAVAXAssignedHighWater() function, rather than being directly updated to the current AVAXAssigned value.",The attacker manipulates AVAX higher than the actual allocation to obtain more rewards.,Change the previous cumulative update method to directly update to the current AVAXAssigned value.,"5|2023-03-21|[2022-12-gogopool#h-01](https://code4rena.com/reports/2022-12-gogopool#h-01-avax-assigned-high-water-is-updated-incorrectly)| The maximum AVAX allocation per node in the cycle is increased via the increaseAVAXAssignedHighWater() function, rather than being directly updated to the current AVAXAssigned value. | The attacker manipulates AVAX higher than the actual allocation to obtain more rewards. | Change the previous cumulative update method to directly update to the current AVAXAssigned value.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-006,TOSEM,Incorrect Logic Update,,6,2023-04-05,https://code4rena.com/reports/2022-07-golom#h-10-upon-changing-of-delegate-votedelegation-updates-both-the-previous-and-the-current-checkpoint,2022-07-golom#h-10,2022-07-golom,h-10,golom,"When updating the voting proxy, both the old and new checkpoints were updated, causing the previous checkpoint to erroneously include the latest changes.",Incorrect vote counting affects the integrity of the voting system.,"Modify the ""storage checkpoint"" to ""memory checkpoint"" in both the delegate() and removeDelegation() functions.","6|2023-04-05|[2022-07-golom#h-10](https://code4rena.com/reports/2022-07-golom#h-10-upon-changing-of-delegate-votedelegation-updates-both-the-previous-and-the-current-checkpoint)|When updating the voting proxy, both the old and new checkpoints were updated, causing the previous checkpoint to erroneously include the latest changes. | Incorrect vote counting affects the integrity of the voting system. | Modify the ""storage checkpoint"" to ""memory checkpoint"" in both the delegate() and removeDelegation() functions.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-007,TOSEM,Incorrect Logic Update,,7,2023-04-05,https://code4rena.com/reports/2022-07-golom#h-07-_writecheckpoint-does-not-write-to-storage-on-same-block,2022-07-golom#h-07,2022-07-golom,h-07,golom,"During delegate operations, the ""Checkpoint memory oldCheckpoint"" in the function is only modified in memory and not written to storage.","The checkpoint is not written correctly, and the user's second delegation operation will not be persisted, resulting in the loss of delegation information.","Change ""memory oldCheckpoint"" to ""storage oldCheckpoint"".","7|2023-04-05|[2022-07-golom#h-07](https://code4rena.com/reports/2022-07-golom#h-07-_writecheckpoint-does-not-write-to-storage-on-same-block)| During delegate operations, the ""Checkpoint memory oldCheckpoint"" in the function is only modified in memory and not written to storage. | The checkpoint is not written correctly, and the user's second delegation operation will not be persisted, resulting in the loss of delegation information. | Change ""memory oldCheckpoint"" to ""storage oldCheckpoint"".",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-008,TOSEM,Incorrect Logic Update,,8,2023-04-18,https://code4rena.com/reports/2022-12-tessera#h-06-funds-are-permanently-stuck-in-optimisticlistingseaportsol-contract-if-active-proposal-is-executed-after-new-proposal-is-pending,2022-12-tessera#h-06,2022-12-tessera,h-06,tessera,The propose() function overwrites the hash of the currently active proposal.,"When an activated proposal is executed while a new proposal is pending, funds are permanently stuck in the contract.",Add an orderHash field to the Listing struct to ensure active and new proposals maintain distinct hash values.,"8|2023-04-18|[2022-12-tessera#h-06](https://code4rena.com/reports/2022-12-tessera#h-06-funds-are-permanently-stuck-in-optimisticlistingseaportsol-contract-if-active-proposal-is-executed-after-new-proposal-is-pending)| The propose() function overwrites the hash of the currently active proposal. | When an activated proposal is executed while a new proposal is pending, funds are permanently stuck in the contract. | Add an orderHash field to the Listing struct to ensure active and new proposals maintain distinct hash values.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-009,TOSEM,Incorrect Logic Update,,9,2023-04-18,https://code4rena.com/reports/2022-12-tessera#h-03-groupbuy_verifyunsuccessfulstate-and-_verifysuccessfulstate-both-can-return-true-when-blocktimestamp--poolterminationperiod,2022-12-tessera#h-03,2022-12-tessera,h-03,tessera,Both _verifyUnsuccessfulState() and _verifySuccessfulState() functions return true for the terminationPeriod timestamp.,The attacker stole funds by repeatedly claiming already refunded funds.,"Change the time comparison condition in the _verifySuccessfulState() function from ""<"" to ""<="".","9|2023-04-18|[2022-12-tessera#h-03](https://code4rena.com/reports/2022-12-tessera#h-03-groupbuy_verifyunsuccessfulstate-and-_verifysuccessfulstate-both-can-return-true-when-blocktimestamp--poolterminationperiod)|Both _verifyUnsuccessfulState() and _verifySuccessfulState() functions return true for the terminationPeriod timestamp. | The attacker stole funds by repeatedly claiming already refunded funds. | Change the time comparison condition in the _verifySuccessfulState() function from ""<"" to ""<="".",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-010,TOSEM,Incorrect Logic Update,,10,2023-05-01,https://code4rena.com/reports/2023-02-malt#h-03-manipulation-of-liveprice-to-receive-defaultincentive-in-2-consecutive-blocks,2023-02-malt#h-03,2023-02-malt,h-03,malt,Claim rewards when the TWAP falls below the protocol's price threshold.,The attacker received two defaultIncentive rewards through flash loans in two consecutive blocks.,Adjust the reward distribution conditions by adding a cooldown period.,10|2023-05-01|[2023-02-malt#h-03](https://code4rena.com/reports/2023-02-malt#h-03-manipulation-of-liveprice-to-receive-defaultincentive-in-2-consecutive-blocks)| Claim rewards when the TWAP falls below the protocol's price threshold. | The attacker received two defaultIncentive rewards through flash loans in two consecutive blocks. | Adjust the reward distribution conditions by adding a cooldown period.,external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-011,TOSEM,Incorrect Logic Update,,11,2023-06-23,https://code4rena.com/reports/2023-05-party#h-01-the-distribution-logic-will-be-broken-after-calling-ragequit,2023-05-party#h-01,2023-05-party,h-01,party,Calculate the allocation ratio for each faction's NFTs based on the current totalVotingPower.,"The users’ allocation shares were miscalculated, allowing the attacker to obtain more funds than they deserved by destroying NFTs.","Do not use dynamic totalVotingPower for allocation. Instead, record the initial totalVotingPower at the time of each distribution.","11|2023-06-23|[2023-05-party#h-01](https://code4rena.com/reports/2023-05-party#h-01-the-distribution-logic-will-be-broken-after-calling-ragequit)| Calculate the allocation ratio for each faction's NFTs based on the current totalVotingPower. | The users’ allocation shares were miscalculated, allowing the attacker to obtain more funds than they deserved by destroying NFTs. | Do not use dynamic totalVotingPower for allocation. Instead, record the initial totalVotingPower at the time of each distribution.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-012,TOSEM,Incorrect Logic Update,,12,2023-06-29,https://code4rena.com/reports/2023-05-ajna#h-02-positionmanagers-moveliquidity-can-set-wrong-deposit-time-and-permanently-freeze-lp-funds-moved,2023-05-ajna#h-02,2023-05-ajna,h-02,ajna,The depositTime of the target position is set directly to the depositTime of the source position.,"If the bankruptcy time of the target bucket is greater than the deposit time of the source location, the liquidity provider's funds will be permanently frozen.",Update the depositTime of the target position to the latest valid deposit time of that position.,"12|2023-06-29|[2023-05-ajna#h-02](https://code4rena.com/reports/2023-05-ajna#h-02-positionmanagers-moveliquidity-can-set-wrong-deposit-time-and-permanently-freeze-lp-funds-moved)| The depositTime of the target position is set directly to the depositTime of the source position. | If the bankruptcy time of the target bucket is greater than the deposit time of the source location, the liquidity provider's funds will be permanently frozen. | Update the depositTime of the target position to the latest valid deposit time of that position.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-013,TOSEM,Incorrect Logic Update,,13,2023-08-21,https://code4rena.com/reports/2023-06-lybra#h-02-doesnt-calculate-the-current-borrowing-amount-for-the-provider-including-the-providers-borrowed-shares-and-accumulated-fees-due-to-inconsistency-in-collateralratio-calculation,2023-06-lybra#h-02,2023-06-lybra,h-02,lybra,The liquidation() and rigidRedemption() functions calculate collateralRatio differently.,Bypass the correct mortgage rate calculation by calculating only the principal amount borrowed and ignoring the share of the borrowing and accumulated fees.,Modify the collateralRatio calculation method in the rigidRedemption() function.,13|2023-08-21|[2023-06-lybra#h-02](https://code4rena.com/reports/2023-06-lybra#h-02-doesnt-calculate-the-current-borrowing-amount-for-the-provider-including-the-providers-borrowed-shares-and-accumulated-fees-due-to-inconsistency-in-collateralratio-calculation)| The liquidation() and rigidRedemption() functions calculate collateralRatio differently. | Bypass the correct mortgage rate calculation by calculating only the principal amount borrowed and ignoring the share of the borrowing and accumulated fees. | Modify the collateralRatio calculation method in the rigidRedemption() function.,external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-014,TOSEM,Incorrect Logic Update,,14,2023-09-07,https://code4rena.com/reports/2023-01-popcorn#h-11-protocol-loses-fees-because-highwatermark-is-updated-every-time-someone-deposit-withdraw-mint,2023-01-popcorn#h-11,2023-01-popcorn,h-11,popcorn,"The highWaterMark is updated whenever a user deposits, withdraws, or mints.",The inability to properly track the progress of earnings makes it impossible for the agreement to correctly charge for earnings when they are available.,Adjust the highWaterMark update timing to occur only during initial deposits and after successful fee collections.,"14|2023-09-07|[2023-01-popcorn#h-11](https://code4rena.com/reports/2023-01-popcorn#h-11-protocol-loses-fees-because-highwatermark-is-updated-every-time-someone-deposit-withdraw-mint)| The highWaterMark is updated whenever a user deposits, withdraws, or mints. | The inability to properly track the progress of earnings makes it impossible for the agreement to correctly charge for earnings when they are available. | Adjust the highWaterMark update timing to occur only during initial deposits and after successful fee collections.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-015,TOSEM,Incorrect Logic Update,,15,2024-12-08,https://github.com/code-423n4/zenith-portfolio,2024-jul-gemnify-proleague#h-5,2024-jul-gemnify-proleague,h-5,gemnify-proleague,"When reducing positions, the amount affecting the pool is incorrectly increased.","The withdrawal amounts were not properly accounted for, falsely increasing the amounts affecting the pool.",Check whether the user's withdrawn funds are sufficient before updating the affected pool.,"15|2024-12-08|[2024-jul-gemnify-proleague#h-5](https://github.com/code-423n4/zenith-portfolio)|When reducing positions, the amount affecting the pool is incorrectly increased. | The withdrawal amounts were not properly accounted for, falsely increasing the amounts affecting the pool. | Check whether the user's withdrawn funds are sufficient before updating the affected pool.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-016,TOSEM,Incorrect Logic Update,,16,2024-09-06,https://code4rena.com/reports/2023-11-zetachain#h-06-zevm-cross-chain-messages-ignore-the-user-specified-message-and-prevent-calling-the-destination-contract,2023-11-zetachain#h-06,2023-11-zetachain,h-06,zetachain,The user's message field is overwritten with an empty string.,"The target contract cannot be called, which makes the cross-chain message function unable to work properly.",Modify the message field as specified by the user.,"16|2024-09-06|[2023-11-zetachain#h-06](https://code4rena.com/reports/2023-11-zetachain#h-06-zevm-cross-chain-messages-ignore-the-user-specified-message-and-prevent-calling-the-destination-contract)| The user's message field is overwritten with an empty string. | The target contract cannot be called, which makes the cross-chain message function unable to work properly. | Modify the message field as specified by the user.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-017,TOSEM,Incorrect Logic Update,,17,2024-09-13,https://code4rena.com/reports/2024-07-traitforge#h-04-number-of-entities-in-generation-can-surpass-the-10k-number,2024-07-traitforge#h-04,2024-07-traitforge,h-04,traitforge,"During generation switching, the current generation's counter genMintCount is reset, failing to accurately record the true minting quantity of the previous generation when the next generation begins.",The number of new generations of entities was calculated incorrectly and allowed infinite generations of entities to be created.,Remove the operation that resets genMintCount.,"17|2024-09-13|[2024-07-traitforge#h-04](https://code4rena.com/reports/2024-07-traitforge#h-04-number-of-entities-in-generation-can-surpass-the-10k-number)| During generation switching, the current generation's counter genMintCount is reset, failing to accurately record the true minting quantity of the previous generation when the next generation begins. | The number of new generations of entities was calculated incorrectly and allowed infinite generations of entities to be created. | Remove the operation that resets genMintCount.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-018,TOSEM,Incorrect Logic Update,,18,2024-10-07,https://code4rena.com/reports/2024-08-phi#h-04-forced-endtime-extension-in-updateartsettings-allows-attacker-to-mint-more-tokens,2024-08-phi#h-04,2024-08-phi,h-04,phi,The endTime is incorrectly updated to block.timestamp in updateArtSettings().,The attacker exploited the extended endTime to repeat the transaction and mint additional tokens.,"Separate the update logic for ""uri"", ""soulBounded"", and ""royalty"" config. Additionally, change the "">"" to "">="" in the time validation condition.","18|2024-10-07|[2024-08-phi#h-04](https://code4rena.com/reports/2024-08-phi#h-04-forced-endtime-extension-in-updateartsettings-allows-attacker-to-mint-more-tokens)|The endTime is incorrectly updated to block.timestamp in updateArtSettings(). | The attacker exploited the extended endTime to repeat the transaction and mint additional tokens. | Separate the update logic for ""uri"", ""soulBounded"", and ""royalty"" config. Additionally, change the "">"" to "">="" in the time validation condition.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-019,TOSEM,Incorrect Logic Update,,19,2024-10-18,https://code4rena.com/reports/2024-08-superposition#h-01-update_emergency_council_7_d_0_c_1_c_58-updates-nft-manager-instead-of-emergency-council,2024-08-superposition#h-01,2024-08-superposition,h-01,superposition,"The update_emergency_council_7_D_0_C_1_C_58() function fails to correctly update the target state (i.e., the emergency_council address) and instead erroneously modifies another administrative role, nft_manager.",An incorrect update to nft_manager caused emergency management to not work properly.,Update the emergency_council address.,"19|2024-10-18|[2024-08-superposition#h-01](https://code4rena.com/reports/2024-08-superposition#h-01-update_emergency_council_7_d_0_c_1_c_58-updates-nft-manager-instead-of-emergency-council)| The update_emergency_council_7_D_0_C_1_C_58() function fails to correctly update the target state (i.e., the emergency_council address) and instead erroneously modifies another administrative role, nft_manager. | An incorrect update to nft_manager caused emergency management to not work properly. | Update the emergency_council address.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-020,TOSEM,Incorrect Logic Update,subtype (Improper Call Sequence),20,2022-11-29,https://code4rena.com/reports/2022-09-frax#h-01-wrong-accounting-logic-when-syncrewards-is-called-within-beforewithdraw-makes-withdrawals-impossible,2022-09-frax#h-01,2022-09-frax,h-01,frax,The syncRewards() function is not called to synchronize rewards before executing withdrawal operations.,"An accounting logic error caused the nextRewards calculation to be inflated, resulting in overpayment of rewards.",Call syncRewards() before calling beforeWithdraw().,"20|2022-11-29|[2022-09-frax#h-01](https://code4rena.com/reports/2022-09-frax#h-01-wrong-accounting-logic-when-syncrewards-is-called-within-beforewithdraw-makes-withdrawals-impossible)| The syncRewards() function is not called to synchronize rewards before executing withdrawal operations. | An accounting logic error caused the nextRewards calculation to be inflated, resulting in overpayment of rewards. | Call syncRewards() before calling beforeWithdraw().",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-021,TOSEM,Incorrect Logic Update,subtype (Improper Call Sequence),21,2023-01-20,https://code4rena.com/reports/2022-11-stakehouse#h-16-reentrancy-vulnerability-in-giantmevandfeespoolwithdraweth,2022-11-stakehouse#h-16,2022-11-stakehouse,h-16,stakehouse,beforeTokenTransfer() is called before the ETH transfer occurs.,"After receiving ETH, the attacker used the unlocked claimRewards() function to perform multiple transactions, resulting in too many rewards being issued.","Perform the ""idleETH -= _amount;"" operation after burning the LP tokens.","21|2023-01-20|[2022-11-stakehouse#h-16](https://code4rena.com/reports/2022-11-stakehouse#h-16-reentrancy-vulnerability-in-giantmevandfeespoolwithdraweth)| beforeTokenTransfer() is called before the ETH transfer occurs. | After receiving ETH, the attacker used the unlocked claimRewards() function to perform multiple transactions, resulting in too many rewards being issued. | Perform the ""idleETH -= _amount;"" operation after burning the LP tokens.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-022,TOSEM,Incorrect Logic Update,subtype (Improper Call Sequence),22,2023-01-20,https://code4rena.com/reports/2022-11-stakehouse#h-08-function-withdraweth-from-giantmevandfeespool-can-steal-most-of-eth-because-of-idleeth-is-reduced-before-burning-token,2022-11-stakehouse#h-08,2022-11-stakehouse,h-08,stakehouse,The idleETH is decremented before LP token burning.,"The reward calculation is wrong, and the attacker calls the withdrawETH() function to steal ETH.",Decrement idleETH only after token burning.,"22|2023-01-20|[2022-11-stakehouse#h-08](https://code4rena.com/reports/2022-11-stakehouse#h-08-function-withdraweth-from-giantmevandfeespool-can-steal-most-of-eth-because-of-idleeth-is-reduced-before-burning-token)| The idleETH is decremented before LP token burning. | The reward calculation is wrong, and the attacker calls the withdrawETH() function to steal ETH. | Decrement idleETH only after token burning.",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-023,TOSEM,Incorrect Logic Update,subtype (Improper Call Sequence),23,2023-03-10,https://code4rena.com/reports/2023-01-timeswap#h-03-the-collect-function-will-always-transfer-zero-fees-losing-_feespositions-without-receiving-fees,2023-01-timeswap#h-03,2023-01-timeswap,h-03,timeswap,The calculation of variables like long0Fees and long1Fees is executed only after the transferFees() function call.,"The incorrect calculation of the long0Fees, long1Fees and other variables used to calculate fees caused the transfer fee to always be zero.","Calculate the actual values of long0Fees, long1Fees, and shortFees before calling transferFees().","23|2023-03-10|[2023-01-timeswap#h-03](https://code4rena.com/reports/2023-01-timeswap#h-03-the-collect-function-will-always-transfer-zero-fees-losing-_feespositions-without-receiving-fees)| The calculation of variables like long0Fees and long1Fees is executed only after the transferFees() function call. | The incorrect calculation of the long0Fees, long1Fees and other variables used to calculate fees caused the transfer fee to always be zero. | Calculate the actual values of long0Fees, long1Fees, and shortFees before calling transferFees().",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-024,TOSEM,Incorrect Logic Update,subtype (Improper Call Sequence),24,2023-04-18,https://code4rena.com/reports/2022-12-tessera#h-04-optimisticlistingseaportpropose-sets-pendingbalances-of-newly-added-proposer-instead-of-previous-one,2022-12-tessera#h-04,2022-12-tessera,h-04,tessera,Update pendingBalances only after new proposal creation.,"The old proposer loses the deposit, and the new proposer can repeat the proposal.",Update pendingBalances before calling _setListing().,"24|2023-04-18|[2022-12-tessera#h-04](https://code4rena.com/reports/2022-12-tessera#h-04-optimisticlistingseaportpropose-sets-pendingbalances-of-newly-added-proposer-instead-of-previous-one)| Update pendingBalances only after new proposal creation. | The old proposer loses the deposit, and the new proposer can repeat the proposal. | Update pendingBalances before calling _setListing().",external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
TOSEM-RC-INCORRECT-LOGIC-UPDATE-025,TOSEM,Incorrect Logic Update,subtype (Improper Call Sequence),25,2023-05-01,https://code4rena.com/reports/2023-02-malt#h-06-stabilizernodestabilize-uses-stale-globalimpliedcollateralservice-data-which-will-make-stabilize-incorrect,2023-02-malt#h-06,2023-02-malt,h-06,malt,Call syncGlobalCollateral() at the end of stabilize().,Using an outdated collateralRatio for stabilization calculations can make stabilization operations inaccurate and may cause tokens to depeg.,Call impliedCollateralService() before stabilize() executes.,25|2023-05-01|[2023-02-malt#h-06](https://code4rena.com/reports/2023-02-malt#h-06-stabilizernodestabilize-uses-stale-globalimpliedcollateralservice-data-which-will-make-stabilize-incorrect)| Call syncGlobalCollateral() at the end of stabilize(). | Using an outdated collateralRatio for stabilization calculations can make stabilization operations inaccurate and may cause tokens to depeg. | Call impliedCollateralService() before stabilize() executes.,external/SolidityStateStudy/Inconsistent-State-Update-Vulnerabilities/Classification-by-Root-Causes/Incorrect Logic Update/README.md
